File Name,Contributors,Publication Link,c10,c01,c11,RMSE,NRMSE,R2 ,Tissue,Species,Sourcing,SamplePreservation,Testing Module,Individual/Averaged,Optimization,Method,Initial Guess,Bounds,Experimental Details
"('PorcineAorticValverad3_0.2.csv',)",Test,Test,1.1395799784795755,0.31320532692176334,0.6423457312474781,0.12448074231702935,0.10120385554230028,0.8836626240092222,cardiac,porcine,butcher,fresh,UT,individual,Min-B,Nelder-Mead,"[1, 1, 1]","[[0, 100], [0, 100], [0, 100]]",Test
"('PorcineAorticValverad2_0.2.csv',)",Test,Test,1.1367849154445584,0.35821441326051373,0.6608934409395864,0.1966953979325372,0.1399819790744727,0.8182826097091385,cardiac,porcine,butcher,fresh,UT,individual,Min-B,Nelder-Mead,"[1, 1, 1]","[[0, 100], [0, 100], [0, 100]]",Test
